Time,Predicted,Actual
12:08:18 AM,19.25246752,19.88613412
12:08:19 AM,19.55338029,20.18507646
12:08:20 AM,19.59113491,20.27106982
12:08:21 AM,19.63625632,20.34398741
12:08:22 AM,20.18853246,20.41010756
12:08:23 AM,19.11619682,20.4760888
12:08:24 AM,19.81160364,20.74985581
12:08:25 AM,20.73843344,20.82264019
12:08:26 AM,20.74606297,20.89003932
12:08:27 AM,20.64914908,20.95532455
12:08:28 AM,20.27878288,21.02630525
12:08:29 AM,20.2473311,20.95540542
12:08:30 AM,20.30871487,21.03366434
12:08:31 AM,21.20640608,21.11699002
12:08:32 AM,21.22239501,21.19582461
12:08:33 AM,21.23623308,21.27208271
12:08:34 AM,21.35846272,21.41466886
12:08:35 AM,21.40111966,21.49756717
12:08:36 AM,21.24955076,21.58076728
12:08:37 AM,20.60754127,21.68733493
12:08:38 AM,21.39603885,21.79615325
12:08:39 AM,21.61735661,21.57857014
12:08:40 AM,21.62239758,21.66577545
12:08:41 AM,21.6206994,21.75261564
12:08:42 AM,21.48234137,21.83619027
12:08:43 AM,21.76225313,21.91707769
12:08:44 AM,21.93985048,22.10400272
12:08:45 AM,21.22700447,22.18287922
12:08:46 AM,21.01041378,22.2690932
12:08:47 AM,21.44723956,22.37078356
12:08:48 AM,21.98599264,22.44730672
12:08:49 AM,22.29023829,22.49955735
12:08:50 AM,19.98422033,22.58489639
12:08:51 AM,22.21576049,22.67785062
12:08:52 AM,22.34233248,22.75428791
12:08:53 AM,21.92382417,22.83774655
12:08:54 AM,22.11403036,23.53455993
12:08:55 AM,22.41391526,23.61621582
12:08:56 AM,22.48064105,23.69666805
12:08:57 AM,19.72649263,23.77091704
12:08:58 AM,22.0443381,23.8471218
12:08:59 AM,24.65610782,24.02360316
12:09:00 AM,24.33642736,24.09624161
12:09:01 AM,24.38504123,24.16519146
12:09:02 AM,24.79304554,24.2490573
12:09:03 AM,24.8076233,24.32806316
12:09:04 AM,24.5835872,24.79869989
12:09:05 AM,24.7046909,24.89240523
12:09:06 AM,24.99259082,24.96204028
12:09:07 AM,25.06143127,25.0406376
12:09:08 AM,25.05202626,25.11892331
12:09:09 AM,21.9011435,23.80452691
12:09:10 AM,19.99036664,23.86992266
12:09:11 AM,20.67296629,23.93042958
12:09:12 AM,19.25800636,23.98702815
12:09:13 AM,21.95930568,24.06159409
12:09:14 AM,19.6259392,24.39976403
12:09:15 AM,18.04358448,24.46802479
12:09:16 AM,22.11147016,24.53097877
12:09:17 AM,22.34427968,24.60855576
12:09:18 AM,22.94379171,24.69712903
12:09:19 AM,25.03921711,24.99382037
12:09:20 AM,25.07497401,25.05887644
12:09:21 AM,25.06644343,25.12468248
12:09:22 AM,25.18076863,25.19621849
12:09:23 AM,25.23371552,25.27901123
12:09:24 AM,22.61810352,25.0638676
12:09:25 AM,22.28819657,25.1421016
12:09:26 AM,18.87795544,25.22139576
12:09:27 AM,18.9799152,25.29155893
12:09:28 AM,23.17148459,25.35968964
12:09:29 AM,25.84922383,27.42213899
12:09:30 AM,26.77053386,27.49048134
12:09:31 AM,27.43465385,27.55062634
12:09:32 AM,27.49881183,27.60675225
12:09:33 AM,27.48786345,27.66720189
12:09:34 AM,25.47370522,25.72644887
12:09:35 AM,23.6867767,25.79270447
12:09:36 AM,23.95807167,25.85435191
12:09:37 AM,25.74890247,25.91243382
12:09:38 AM,26.01324301,25.97229845
12:09:39 AM,26.66123249,26.84227016
12:09:40 AM,26.89097802,26.90199504
12:09:41 AM,26.80485363,26.96261563
12:09:42 AM,26.84280155,27.02632455
12:09:43 AM,27.01163137,27.08111754
12:09:44 AM,26.94392407,26.21722534
12:09:45 AM,26.53892826,26.26791373
12:09:46 AM,26.81198918,26.30245355
12:09:47 AM,26.79873948,26.35243846
12:09:48 AM,26.73551819,26.40321498
12:09:49 AM,27.57121908,27.74304204
12:09:50 AM,27.68169978,27.79315503
12:09:51 AM,28.27018452,27.84383587
12:09:52 AM,28.53005823,27.88529334
12:09:53 AM,28.63355307,27.92471421
12:09:54 AM,28.91050342,27.65042805
12:09:55 AM,28.17139607,27.70484908
12:09:56 AM,27.94109346,27.75595649
12:09:57 AM,27.89390381,27.80238099
12:09:58 AM,28.33057174,27.85516654
12:09:59 AM,27.34010599,26.77901035
12:10:00 AM,27.22285474,26.819233
12:10:01 AM,27.19967752,26.86116054
12:10:02 AM,27.07105967,26.89697413
12:10:03 AM,27.09938241,26.94023014
12:10:04 AM,27.72009695,27.82282857
12:10:05 AM,27.83356338,27.87160582
12:10:06 AM,27.90784566,27.91279635
12:10:07 AM,27.99817841,27.95128127
12:10:08 AM,28.17330569,27.99344332
12:10:09 AM,27.09964448,27.06301343
12:10:10 AM,27.65625105,27.10633304
12:10:11 AM,27.24114164,27.14127355
12:10:12 AM,27.19991236,27.17988593
12:10:13 AM,27.22762275,27.21294257
12:10:14 AM,28.36138675,28.35311698
12:10:15 AM,28.39162557,28.398298
12:10:16 AM,28.46714112,28.43238293
12:10:17 AM,28.38466008,28.47445842
12:10:18 AM,28.41839508,28.51924912
12:10:19 AM,29.35449957,28.30960416
12:10:20 AM,29.78717021,28.34228886
12:10:21 AM,28.75852795,28.38556924
12:10:22 AM,28.35948361,28.4314272
12:10:23 AM,28.35668858,28.47454157
12:10:24 AM,27.68340581,27.6828726
12:10:25 AM,29.24669426,27.71577242
12:10:26 AM,28.33977031,27.74320951
12:10:27 AM,28.58646088,27.77373321
12:10:28 AM,28.43450081,27.8057343
12:10:29 AM,27.31955969,27.13109452
12:10:30 AM,27.16778735,27.17296102
12:10:31 AM,27.22213096,27.19770428
12:10:32 AM,27.23795204,27.22777674
12:10:33 AM,27.27680442,27.26363239
12:10:34 AM,27.80807634,27.71168745
12:10:35 AM,28.02577481,27.73903024
12:10:36 AM,28.19196003,27.7604448
12:10:37 AM,27.95750756,27.78788799
12:10:38 AM,27.84868712,27.81698424
12:10:39 AM,28.07911134,28.04007494
12:10:40 AM,28.07691799,28.06646094
12:10:41 AM,28.13158093,28.09316358
12:10:42 AM,28.13546127,28.12125575
12:10:43 AM,28.38010761,28.14758111
12:10:44 AM,28.21114742,27.76227081
12:10:45 AM,27.91044286,27.80577719
12:10:46 AM,27.94558666,27.83943633
12:10:47 AM,28.00764394,27.87612041
12:10:48 AM,28.15803111,27.91722676
12:10:49 AM,28.7245245,28.7643245
12:10:50 AM,28.70690318,28.80315987
12:10:51 AM,28.92594433,28.84777511
12:10:52 AM,28.91287805,28.8873336
12:10:53 AM,28.87286569,28.92340908
12:10:54 AM,28.60176706,28.33126942
12:10:55 AM,28.36612477,28.36757048
12:10:56 AM,28.4516027,28.40865559
12:10:57 AM,28.55878128,28.44927666
12:10:58 AM,28.49284737,28.48508122
12:10:59 AM,28.84808222,29.26317671
12:11:00 AM,29.54701426,29.30095586
12:11:01 AM,29.58521871,29.33651252
12:11:02 AM,29.68029007,29.37912438
